"filename", "language", "JavaScript", "JSON with Comments", "TypeScript", "JSON", "HTML", "TypeScript JSX", "Markdown", "CSS", "XML", "Properties", "comment", "blank", "total"
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\issues-tracking\modules\CardStatistics.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 4, 53
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\issues-tracking\modules\IssueCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 4, 112
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\issues-tracking\modules\Tabs\GeneralPanel\IssueReports\ActualMonth.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\issues-tracking\modules\Tabs\GeneralPanel\IssueReports\ActualWeek.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\issues-tracking\modules\Tabs\GeneralPanel\IssueReports\ActualYear.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 3, 12
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\issues-tracking\modules\Tabs\GeneralPanel\IssueReports\Total.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 5, 127
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\issues-tracking\modules\Tabs\GeneralPanel\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 156, 0, 0, 0, 0, 5, 8, 169
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\issues-tracking\modules\Tabs\IssuesHistory\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 249, 0, 0, 0, 0, 0, 6, 255
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\issues-tracking\modules\Tabs\PendingProblems\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 6, 192
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\issues-tracking\modules\Tabs\SolvedProblems\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 190, 0, 0, 0, 0, 0, 6, 196
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\problem-list\Board.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 4, 23
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\problem-list\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 5, 39
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\problem-list\modules\CardStatistics.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 3, 40
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\problem-list\modules\DayQuantity.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 3, 20
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\problem-list\modules\HeadBoard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 2, 42
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\problem-list\modules\RowBoard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 11, 71
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\problem-list\modules\Tabs\Pareto\Chart.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 4, 55
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\problem-list\modules\Tabs\Pareto\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 10, 17, 151
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\problem-list\modules\Tabs\Quality\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 4, 29
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\problem-list\modules\Tabs\VolumeAvailability\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 4, 29
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\standard-worksheet\boardSideA.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 4, 14
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\standard-worksheet\boardSideB.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\standard-worksheet\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 3, 15
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\standard-worksheet\modules\Tabs\SideATab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\standard-worksheet\modules\Tabs\SideBTab.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 3, 26
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\standard-worksheet\modules\Tabs\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 26
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\standard-worksheet\modules\boardSideB\CellBoard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 3, 20
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\standard-worksheet\modules\boardSideB\FormStatus.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 4, 49
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\standard-worksheet\modules\boardSideB\HeadBoard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\standard-worksheet\modules\boardSideB\RowBoard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 7, 92
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\team-goals\Board.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 2, 10, 119
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\team-goals\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\team-goals\modules\ColorChangingBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 3, 5, 40
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\team-goals\modules\GoalsCard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 2, 42
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\dashboard\team-goals\modules\RowBoard.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 1, 8, 90
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\login\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 107, 0, 0, 0, 0, 3, 14, 124
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\not-found\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 10
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\upload-panel\critical-path\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 21
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\components\pages\upload-panel\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 4, 29
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\constants\colors.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\constants\index.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\formValidations\usersValidations.ts", "TypeScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 3, 57
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\hooks\useErrorModal.ts", "TypeScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\hooks\useForm.ts", "TypeScript", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 19, 104
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\hooks\useUsers.ts", "TypeScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 12, 86
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\interfaces\APIGatewayResponse.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\interfaces\Assistence.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\interfaces\Cell.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\interfaces\EscalatedIssue.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\interfaces\HourXHour.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\interfaces\IssueCard.ts", "TypeScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\interfaces\Line.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\interfaces\Role.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\interfaces\Technitian.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\interfaces\User.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\main.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 11, 68
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\main.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 4, 19
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\Areas.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\Assistence.ts", "TypeScript", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 3, 72
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\AssitanceDay.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\CardIssues.ts", "TypeScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\CardsGoalTeam.ts", "TypeScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\CellSelect.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\Cells.ts", "TypeScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 3, 42
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\EscalatedIssues.ts", "TypeScript", 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 0, 2, 181
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\GoalsForYear.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\GoalsStatus.ts", "TypeScript", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 1, 75
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\HourxHourCard.ts", "TypeScript", 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 5, 2, 141
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\IssuesCard.ts", "TypeScript", 0, 0, 460, 0, 0, 0, 0, 0, 0, 0, 0, 2, 462
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\LabelTabs.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\Lines.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\MonthGoals.ts", "TypeScript", 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 1, 99
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\Operations.ts", "TypeScript", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 1, 59
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\ParetoCharts.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\ProblemList.ts", "TypeScript", 0, 0, 191, 0, 0, 0, 0, 0, 0, 0, 0, 1, 192
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\ProblemListCards.ts", "TypeScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 23
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\Roles.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\Shifts.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\StandardWorksheetB.ts", "TypeScript", 0, 0, 132, 0, 0, 0, 0, 0, 0, 0, 0, 2, 134
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\TeamGoals.ts", "TypeScript", 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 7, 1, 195
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\Technitian.ts", "TypeScript", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 3, 117
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\mocks\Users.ts", "TypeScript", 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 0, 3, 180
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\redux\slices\authSlice.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 1, 6, 45
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\redux\slices\authorizerSlice.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 1, 6, 30
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\redux\slices\hourxhourSlice.ts", "TypeScript", 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 1, 7, 85
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\redux\slices\userSlice.ts", "TypeScript", 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 1, 7, 110
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\redux\thunks\authThunk.ts", "TypeScript", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\redux\thunks\hourperhourThunk.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 2, 23
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\redux\thunks\userThunk.ts", "TypeScript", 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 9, 144
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\routes\paths.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 3, 6, 34
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\routes\privateRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 7, 21
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\routes\provider.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 113, 0, 0, 0, 0, 11, 4, 128
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\utils\ApiError.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\utils\index.ts", "TypeScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 1, 12, 52
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\utils\validations.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"c:\Users\ricar\Desktop\front-vw\vw-frontend\src\vite-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"c:\Users\ricar\Desktop\front-vw\vw-frontend\tailwind.config.js", "JavaScript", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 53
"c:\Users\ricar\Desktop\front-vw\vw-frontend\tsconfig.json", "JSON with Comments", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 24, 2, 46
"c:\Users\ricar\Desktop\front-vw\vw-frontend\tsconfig.node.json", "JSON", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\ricar\Desktop\front-vw\vw-frontend\vite.config.ts", "TypeScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 3, 30
"Total", "-", 145, 58, 3201, 8957, 13, 5705, 18, 57, 379, 1, 289, 824, 19647
